"","X","DR.NUMBER","DATE.REPORTED","DATE.OCCURRED","TIME.OCCURRED","AREA.ID","AREA.NAME","REPORTING.DISTRICT","CRIME.CODE","CRIME.CODE.DESCRIPTION","crime.type.record","level.detail","MO.CODES","VICTIM.AGE","VICTIM.SEX","VICTIM.DESCENT","PREMISE.CODE","PREMISE.DESCRIPTION","WEAPON.USED.CODE","WEAPON.DESCRIPTION","STATUS.CODE","STATUS.DESCRIPTION","CRIME.CODE.1","CRIME.CODE.2","CRIME.CODE.3","CRIME.CODE.4","ADDRESS","CROSS.STREET","LOCATION","LATITUDE","LONGITUDE","geometry","index_right","CT10","GEOID10","LABEL","OBJECTID","Shape_STAr","Shape_STLe","X_Center","Y_Center","year","month","day","day_of_week","duration"
"1078",1078,171607819,2017-04-03,2017-04-03,828,16,"Foothill",1613,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0334 1420 1414 1218 0411 0913 1402 2004",31,"M","B",102,"SIDEWALK",204,"FOLDING KNIFE","AO","Adult Other",230,998,NA,NA,"12400    VAN NUYS                     BL","","(34.2799, -118.4032)",34.2799,-118.4032,"POINT (-118.4032 34.2799)",1276,104204,6037104204,1042.04,1278,28702108.49,30263.47064,6442220,1927916,2017,4,3,"Tuesday",0
"1079",1079,171607820,2017-04-03,2017-04-03,828,16,"Foothill",1613,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","2004 0334 1218 1420 1414 1412 0411 0913",34,"M","B",102,"SIDEWALK",204,"FOLDING KNIFE","AO","Adult Other",230,NA,NA,NA,"12400    VAN NUYS                     BL","","(34.2799, -118.4032)",34.2799,-118.4032,"POINT (-118.4032 34.2799)",1276,104204,6037104204,1042.04,1278,28702108.49,30263.47064,6442220,1927916,2017,4,3,"Tuesday",0
"1080",1080,171612039,2017-07-17,2017-07-17,240,16,"Foothill",1602,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","Vandalism","Misdemeanor","0329 1218 2004",40,"M","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",745,NA,NA,NA,"VAN NUYS","FOOTHILL","(34.2809, -118.4018)",34.2809,-118.4018,"POINT (-118.4018 34.2809)",1276,104204,6037104204,1042.04,1278,28702108.49,30263.47064,6442220,1927916,2017,7,17,"Tuesday",0
"1081",1081,171613208,2017-08-17,2017-08-17,2027,16,"Foothill",1602,910,"KIDNAPPING","Kidnapping","","1305 1402 1822 1309 0418 0371 1218",29,"M","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",910,998,NA,NA,"12700    VAN NUYS                     BL","","(34.2816, -118.4073)",34.2816,-118.4073,"POINT (-118.4073 34.2816)",1276,104204,6037104204,1042.04,1278,28702108.49,30263.47064,6442220,1927916,2017,8,17,"Friday",0
"1082",1082,160216008,2016-08-22,2016-08-19,2330,2,"Rampart",251,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 0377 1218",53,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",440,NA,NA,NA,"LA FAYETTE P                 PL","WILSHIRE","(34.0628, -118.2811)",34.0628,-118.2811,"POINT (-118.2811 34.0628)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2016,8,19,"Saturday",3
"1083",1083,160216453,2016-09-01,2016-09-01,800,2,"Rampart",251,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","0429 2000 1813 1218 0448 2004",26,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"6TH                          ST","RAMPART                      BL","(34.0624, -118.2813)",34.0624,-118.2813,"POINT (-118.2813 34.0624)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2016,9,1,"Friday",0
"1084",1084,160216454,2016-09-01,2016-09-01,800,2,"Rampart",251,900,"VIOLATION OF COURT ORDER","Violation/Contempt of court order","","2000 1218",38,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",900,NA,NA,NA,"6TH                          ST","CARONDELET","(34.0628, -118.2811)",34.0628,-118.2811,"POINT (-118.2811 34.0628)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2016,9,1,"Friday",0
"1085",1085,160218077,2016-10-01,2016-09-30,2230,2,"Rampart",251,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 1218",55,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH","RAMPART","(34.0624, -118.2813)",34.0624,-118.2813,"POINT (-118.2813 34.0624)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2016,9,30,"Saturday",1
"1086",1086,160218527,2016-10-08,2016-10-08,1725,2,"Rampart",245,210,"ROBBERY","Robbery","","0337 0355 0432 1218 2002",55,"M","W",102,"SIDEWALK",511,"VERBAL THREAT","IC","Invest Cont",210,NA,NA,NA,"CORONADO","WILSHIRE                     BL","(34.0605, -118.2815)",34.0605,-118.2815,"POINT (-118.2815 34.0605)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2016,10,8,"Sunday",0
"1087",1087,170207284,2017-03-08,2017-03-08,350,2,"Rampart",251,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0447 0416",99,"F","B",401,"MINI-MART",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"600 S  RAMPART                      BL","","(34.0624, -118.2813)",34.0624,-118.2813,"POINT (-118.2813 34.0624)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2017,3,8,"Thursday",0
"1088",1088,170211763,2017-06-05,2017-06-05,800,2,"Rampart",251,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 0369 1218 0359 2004",44,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"S  LAFAYETTE PARK               PL","7TH                          ST","(34.0628, -118.2811)",34.0628,-118.2811,"POINT (-118.2811 34.0628)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2017,6,5,"Tuesday",0
"1089",1089,170212257,2017-06-14,2017-06-13,1930,2,"Rampart",251,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1218 0344",24,"F","W",104,"DRIVEWAY",NA,"","IC","Invest Cont",440,NA,NA,NA,"400 S  RAMPART                      BL","","(34.0649, -118.2797)",34.0649,-118.2797,"POINT (-118.2797 34.0649)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2017,6,13,"Wednesday",1
"1090",1090,170200794,2017-06-17,2017-06-17,105,2,"Rampart",261,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0411 0400 1300 1218 1402 1817 2006",24,"M","H",207,"BAR/COCKTAIL/NIGHTCLUB",208,"RAZOR","AA","Adult Arrest",230,998,NA,NA,"2700 W  7TH                          ST","","(34.0594, -118.2833)",34.0594,-118.2833,"POINT (-118.2833 34.0594)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2017,6,17,"Sunday",0
"1091",1091,170212954,2017-06-28,2017-06-27,2005,2,"Rampart",251,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0445 0416 1218",35,"M","W",108,"PARKING LOT",212,"BOTTLE","AO","Adult Other",230,NA,NA,NA,"600 S  RAMPART                      BL","","(34.0624, -118.2813)",34.0624,-118.2813,"POINT (-118.2813 34.0624)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2017,6,27,"Wednesday",1
"1092",1092,170214780,2017-08-01,2017-07-30,1700,2,"Rampart",245,761,"BRANDISH WEAPON","Threats","Weapon shown","0443 0416 0334 1218",80,"F","H",515,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",761,NA,NA,NA,"400 S  CORONADO                     ST","","(34.0645, -118.2788)",34.0645,-118.2788,"POINT (-118.2788 34.0645)",1503,208720,6037208720,2087.2,1505,1773163.961,6918.86293,6476527,1845342,2017,7,30,"Monday",2
"1093",1093,160414021,2016-08-20,2016-08-19,2330,4,"Hollenbeck",451,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 1218 1814 0345 0416 0429",32,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"1ST                          ST","SOTO                         ST","(34.0499, -118.226)",34.0499,-118.226,"POINT (-118.226 34.0499)",1211,206032,6037206032,2060.32,1213,10581111.58,13671.48059,6493599,1839581,2016,8,19,"Saturday",1
"1094",1094,160417092,2016-11-02,2016-10-21,1030,4,"Hollenbeck",451,354,"THEFT OF IDENTITY","Identity Theft","","0377 1218",59,"F","H",517,"",NA,"","IC","Invest Cont",354,NA,NA,NA,"100 N  MISSION                      RD","","(34.0477, -118.2278)",34.0477,-118.2278,"POINT (-118.2278 34.0477)",1211,206032,6037206032,2060.32,1213,10581111.58,13671.48059,6493599,1839581,2016,10,21,"Saturday",12
"1095",1095,170406065,2017-02-16,2017-02-13,600,4,"Hollenbeck",451,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 1218 1813 1814 0448 0444 0417",43,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"1ST                          ST","MISSION                      RD","(34.0477, -118.2278)",34.0477,-118.2278,"POINT (-118.2278 34.0477)",1211,206032,6037206032,2060.32,1213,10581111.58,13671.48059,6493599,1839581,2017,2,13,"Tuesday",3
"1096",1096,170409051,2017-04-24,2017-04-24,2355,4,"Hollenbeck",451,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","2000 1218 2004 0408 0421 1243 1813",43,"F","H",504,"OTHER RESIDENCE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",236,NA,NA,NA,"MISSION                      RD","ALISO                        ST","(34.0524, -118.2267)",34.0524,-118.2267,"POINT (-118.2267 34.0524)",1211,206032,6037206032,2060.32,1213,10581111.58,13671.48059,6493599,1839581,2017,4,24,"Tuesday",0
"1097",1097,160814709,2016-08-19,2016-08-19,1700,8,"West LA",883,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1402 0216 0334 0416 0445 0344 0913 2004 1218",28,"M","O",110,"FREEWAY",309,"BOARD","AA","Adult Arrest",230,998,NA,NA,"11200 W  PICO                         BL","","(34.04, -118.4393)",34.04,-118.4393,"POINT (-118.4393 34.04)",1043,267200,6037267200,2672,1045,12673418.66,14811.07413,6429222,1839282,2016,8,19,"Saturday",0
"1098",1098,160814918,2016-08-24,2016-08-24,1700,8,"West LA",835,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","Vandalism","Misdemeanor","0329 1218",58,"M","W",101,"STREET",NA,"","IC","Invest Cont",745,NA,NA,NA,"SANTA MONICA","COTNER","(34.0462, -118.4361)",34.0462,-118.4361,"POINT (-118.4361 34.0462)",1043,267200,6037267200,2672,1045,12673418.66,14811.07413,6429222,1839282,2016,8,24,"Thursday",0
"1099",1099,170805909,2017-02-13,2017-02-13,2031,8,"West LA",854,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0400 0421 0913 0417 0445 0319 2001 2004 1218 1814",25,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",230,998,NA,NA,"COTNER                       AV","MISSOURI                     AV","(34.0437, -118.443)",34.0437,-118.443,"POINT (-118.443 34.0437)",1043,267200,6037267200,2672,1045,12673418.66,14811.07413,6429222,1839282,2017,2,13,"Tuesday",0
"1100",1100,161421764,2016-08-20,2016-08-19,1815,14,"Pacific",1431,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 2004 1218",21,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"20TH","SPEEDWAY","(33.9847, -118.4713)",33.9847,-118.4713,"POINT (-118.4713 33.9847)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2016,8,19,"Saturday",1
"1101",1101,161400886,2016-10-29,2016-10-28,1800,14,"Pacific",1431,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","2004 1218 2000 0416 1402",23,"F","W",710,"OTHER PREMISE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",236,998,NA,NA,"OCEAN FRONT                  WK","WASHINGTON","(33.988, -118.4703)",33.988,-118.4703,"POINT (-118.4703 33.988)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2016,10,28,"Saturday",1
"1102",1102,161429886,2016-12-20,2016-12-20,110,14,"Pacific",1431,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",33,"M","B",710,"OTHER PREMISE",NA,"","IC","Invest Cont",440,NA,NA,NA,"OCEAN FRONT                  WK","18TH                         AV","(33.9858, -118.4727)",33.9858,-118.4727,"POINT (-118.4727 33.9858)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2016,12,20,"Wednesday",0
"1103",1103,161430001,2016-12-22,2016-12-22,805,14,"Pacific",1412,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","2004 1218 1402",46,"M","H",101,"STREET",207,"OTHER KNIFE","AA","Adult Arrest",230,998,NA,NA,"00    WESTMINSTER                  AV","","(33.9885, -118.4749)",33.9885,-118.4749,"POINT (-118.4749 33.9885)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2016,12,22,"Friday",0
"1104",1104,171405558,2017-01-29,2017-01-29,1430,14,"Pacific",1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1501 1402 1218",NA,"M","B",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","AA","Adult Arrest",230,998,NA,NA,"1800    OCEAN FRONT                  WK","","(33.9858, -118.4727)",33.9858,-118.4727,"POINT (-118.4727 33.9858)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,1,29,"Monday",0
"1105",1105,171407784,2017-03-09,2017-03-08,1500,14,"Pacific",1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0416 1218",54,"M","B",117,"BEACH",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"WASHINGTON","OCEAN FRONT                  WK","(33.988, -118.4703)",33.988,-118.4703,"POINT (-118.4703 33.988)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,3,8,"Thursday",1
"1106",1106,171408474,2017-03-18,2017-03-18,325,14,"Pacific",1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0416",46,"M","W",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"WINDWARD","PACIFIC","(33.9874, -118.472)",33.9874,-118.472,"POINT (-118.472 33.9874)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,3,18,"Sunday",0
"1107",1107,171410449,2017-04-14,2017-04-14,1745,14,"Pacific",1431,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0400",31,"M","W",710,"OTHER PREMISE",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",624,NA,NA,NA,"MARKET","OCEAN FRONT                  WK","(33.9875, -118.4741)",33.9875,-118.4741,"POINT (-118.4741 33.9875)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,4,14,"Saturday",0
"1108",1108,171413449,2017-05-29,2017-05-29,545,14,"Pacific",1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","2004 1218 0400",43,"M","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",230,NA,NA,NA,"OCEAN FRONT                  WK","18TH                         ST","(33.9858, -118.4727)",33.9858,-118.4727,"POINT (-118.4727 33.9858)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,5,29,"Tuesday",0
"1109",1109,171413983,2017-06-06,2017-06-06,2045,14,"Pacific",1431,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1218 0344",55,"F","W",109,"PARK/PLAYGROUND",NA,"","IC","Invest Cont",440,NA,NA,NA,"OCEAN FRONT                  WK","PARK","(33.988, -118.4703)",33.988,-118.4703,"POINT (-118.4703 33.988)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,6,6,"Wednesday",0
"1110",1110,171414631,2017-06-17,2017-06-17,1320,14,"Pacific",1431,761,"BRANDISH WEAPON","Threats","Weapon shown","2004 1218",43,"M","B",838,"",200,"KNIFE WITH BLADE 6INCHES OR LESS","AO","Adult Other",761,NA,NA,NA,"18TH                         AV","OCEAN FRONT                  WK","(33.986, -118.4724)",33.986,-118.4724,"POINT (-118.4724 33.986)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,6,17,"Sunday",0
"1111",1111,171414811,2017-06-20,2017-06-20,625,14,"Pacific",1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0400 0416 1601 1402 1218",31,"M","W",102,"SIDEWALK",308,"STICK","AO","Adult Other",230,998,NA,NA,"MARKET","OCEAN FRONT","(33.9875, -118.4741)",33.9875,-118.4741,"POINT (-118.4741 33.9875)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,6,20,"Wednesday",0
"1112",1112,171417703,2017-07-31,2017-07-31,2117,14,"Pacific",1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0400 0416 1601 1020",39,"M","B",117,"BEACH",212,"BOTTLE","IC","Invest Cont",230,NA,NA,NA,"WINDWARD","OCEAN FRONT","(33.9871, -118.4733)",33.9871,-118.4733,"POINT (-118.4733 33.9871)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,7,31,"Tuesday",0
"1113",1113,171417846,2017-08-03,2017-08-02,1330,14,"Pacific",1431,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","2004 1218 0416 2000",22,"F","W",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",236,NA,NA,NA,"OCEAN FRONT                  WK","WASHINGTON","(33.988, -118.4703)",33.988,-118.4703,"POINT (-118.4703 33.988)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,8,2,"Thursday",1
"1114",1114,171418074,2017-08-05,2017-08-05,340,14,"Pacific",1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0400 1218 0906 1270",30,"M","B",101,"STREET",212,"BOTTLE","IC","Invest Cont",230,NA,NA,NA,"WINDWARD","OCEAN FRONT                  WK","(33.9871, -118.4733)",33.9871,-118.4733,"POINT (-118.4733 33.9871)",443,273502,6037273502,2735.02,444,6472174.119,10935.15683,6419063,1818303,2017,8,5,"Sunday",0
"1115",1115,161516740,2016-08-19,2016-08-19,500,15,"N Hollywood",1557,210,"ROBBERY","Robbery","","0344 0337 0444 0448 0342 1206 1218",36,"M","W",103,"ALLEY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"10600    MAGNOLIA                     BL","","(34.1649, -118.3615)",34.1649,-118.3615,"POINT (-118.3615 34.1649)",1608,125600,6037125600,1256,1610,11006866.39,14796.14557,6453706,1880034,2016,8,19,"Saturday",0
"1116",1116,162015406,2016-08-19,2016-08-19,2230,20,"Olympic",2029,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","0416 0429 0444 2000 2004 1218",26,"F","W",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"6TH","LAFAYETTE","(34.0652, -118.2878)",34.0652,-118.2878,"POINT (-118.2878 34.0652)",1586,211120,6037211120,2111.2,1588,6103849.818,10530.53119,6474509,1846248,2016,8,19,"Saturday",0
"1117",1117,162015463,2016-08-21,2016-08-21,1430,20,"Olympic",2029,350,"THEFT, PERSON","Theft","","1814 0417 0421 0432 0344 0401 2000 0416 2004 1218",28,"M","H",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",350,626,998,NA,"600 S  LA FAYETTE PARK              PL","","(34.0652, -118.2878)",34.0652,-118.2878,"POINT (-118.2878 34.0652)",1586,211120,6037211120,2111.2,1588,6103849.818,10530.53119,6474509,1846248,2016,8,21,"Monday",0
"1118",1118,162016008,2016-08-31,2016-08-31,1400,20,"Olympic",2029,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 0417 1218 0401 1813 0447 1312 1251 1309",34,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"5TH                          ST","COMMONWEALTH","(34.0652, -118.2857)",34.0652,-118.2857,"POINT (-118.2857 34.0652)",1586,211120,6037211120,2111.2,1588,6103849.818,10530.53119,6474509,1846248,2016,8,31,"Thursday",0
"1119",1119,162000878,2016-09-08,2016-09-08,100,20,"Olympic",2029,210,"ROBBERY","Robbery","","1402 0907 2004 1218 0355 0913 0416 0400 0344 0346",28,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",210,998,NA,NA,"COMMONWEALTH                 AV","6TH                          ST","(34.0637, -118.2857)",34.0637,-118.2857,"POINT (-118.2857 34.0637)",1586,211120,6037211120,2111.2,1588,6103849.818,10530.53119,6474509,1846248,2016,9,8,"Friday",0
"1120",1120,162016471,2016-09-10,2016-09-10,115,20,"Olympic",2029,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0305 0444 0429 1409",52,"M","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,998,NA,NA,"3200 W  4TH                          ST","","(34.0669, -118.2892)",34.0669,-118.2892,"POINT (-118.2892 34.0669)",1586,211120,6037211120,2111.2,1588,6103849.818,10530.53119,6474509,1846248,2016,9,10,"Sunday",0
"1121",1121,162016995,2016-09-21,2016-09-21,35,20,"Olympic",2029,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 1402 0411 0319 2004",62,"M","B",108,"PARKING LOT",200,"KNIFE WITH BLADE 6INCHES OR LESS","AA","Adult Arrest",230,998,NA,NA,"6TH","VERMONT","(34.0637, -118.2916)",34.0637,-118.2916,"POINT (-118.2916 34.0637)",1586,211120,6037211120,2111.2,1588,6103849.818,10530.53119,6474509,1846248,2016,9,21,"Thursday",0
"1122",1122,162018497,2016-10-20,2016-10-20,915,20,"Olympic",2029,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 1814 0444 0416 0448 0400 2004 1218",27,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"6TH                          ST","LA FAYETTE                   PL","(34.0652, -118.2878)",34.0652,-118.2878,"POINT (-118.2878 34.0652)",1586,211120,6037211120,2111.2,1588,6103849.818,10530.53119,6474509,1846248,2016,10,20,"Friday",0
"1123",1123,162018711,2016-10-24,2016-10-24,925,20,"Olympic",2029,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","0416 0446 0913 1206 1218 2000 2004 1243 1813",46,"F","W",158,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"S  WESTMORELAND                 AV","5TH                          ST","(34.0652, -118.2884)",34.0652,-118.2884,"POINT (-118.2884 34.0652)",1586,211120,6037211120,2111.2,1588,6103849.818,10530.53119,6474509,1846248,2016,10,24,"Tuesday",0
"1124",1124,162020644,2016-12-05,2016-12-05,300,20,"Olympic",2038,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 0446 1218",36,"F","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"VERMONT","WILSHIRE","(34.0618, -118.2916)",34.0618,-118.2916,"POINT (-118.2916 34.0618)",1586,211120,6037211120,2111.2,1588,6103849.818,10530.53119,6474509,1846248,2016,12,5,"Tuesday",0
